INDEX_NAME	Index_Region	SITE_TYPE	SampleID	TaxaID	N_TAXA	Exclude	NonTarget	Phylum	Class	Order	Family	Subfamily	Tribe	Genus	BCG_Attr	Thermal_Indicator	FFG	Clinger	LongLived	Noteworthy	Habitat	SubPhylum	InfraOrder	Habit	Life_Cycle	TolVal	FFG2	TolVal2
BCG.PacNW.L101	ALL	hi	9120_14054	Dicranota	18	FALSE	FALSE	Arthropoda	Insecta	Diptera	Pediciidae	Pediciinae		Dicranota	4	cold_cool	PR	no	FALSE	FALSE	GENE							
BCG.PacNW.L102	ALL	hi	9120_14054	Diphetor hageni	41	FALSE	FALSE	Arthropoda	Insecta	Ephemeroptera	Baetidae			Diphetor	4	cold_cool	GC	yes	FALSE	FALSE	RHEO							
BCG.PacNW.L103	ALL	hi	9120_14054	Diplocladius	3	FALSE	FALSE	Arthropoda	Insecta	Diptera	Chironomidae	Orthocladiinae		Diplocladius	5	cool_warm	GC	no	FALSE	FALSE	RHEO							
BCG.PacNW.L104	ALL	hi	9120_14054	Dixa	7	FALSE	FALSE	Arthropoda	Insecta	Diptera	Dixidae			Dixa	4	cold_cool	GC	no	FALSE	FALSE	SPEC							
BCG.PacNW.L105	ALL	hi	9120_14054	Elmidae	4	TRUE	FALSE	Arthropoda	Insecta	Coleoptera	Elmidae				NA	NA	GC	yes	TRUE	FALSE	RHEO							
BCG.PacNW.L106	ALL	hi	9120_14054	Empididae	1	TRUE	FALSE	Arthropoda	Insecta	Diptera	Empididae				4	NA	PR	yes	FALSE	FALSE	RHEO							
BCG.PacNW.L107	ALL	hi	9120_14054	Eukiefferiella	2	FALSE	FALSE	Arthropoda	Insecta	Diptera	Chironomidae	Orthocladiinae		Eukiefferiella	4	NA	GC	no	FALSE	FALSE	GENE							
BCG.PacNW.L108	ALL	hi	9120_14054	Forcipomyiinae	2	FALSE	FALSE	Arthropoda	Insecta	Diptera	Ceratopogonidae	Forcipomyiinae			1	cool_warm	PR	no	FALSE	FALSE	GENE							
BCG.PacNW.L109	ALL	hi	9120_14054	Glossosoma	3	FALSE	FALSE	Arthropoda	Insecta	Trichoptera	Glossosomatidae	Glossosomatinae	Glossosomatini	Glossosoma	1	cold_cool	SC	yes	FALSE	FALSE	RHEO							
BCG.PacNW.L110	ALL	hi	9120_14054	Glossosomatidae	1	TRUE	FALSE	Arthropoda	Insecta	Trichoptera	Glossosomatidae				1	NA	SC	yes	FALSE	FALSE	RHEO							
BCG.PacNW.L111	ALL	hi	9120_14054	Hesperoperla pacifica	1	FALSE	FALSE	Arthropoda	Insecta	Plecoptera	Perlidae	Acroneuriinae	Acroneuriini	Hesperoperla	1	cold_cool	PR	yes	TRUE	FALSE	RHEO							
BCG.PacNW.L112	ALL	hi	9120_14054	Heterlimnius corpulentus	6	FALSE	FALSE	Arthropoda	Insecta	Coleoptera	Elmidae	Elminae		Heterlimnius	1	cold_cool	GC	yes	TRUE	FALSE	RHEO							
BCG.PacNW.L113	ALL	hi	9120_14054	Hydraena	2	FALSE	FALSE	Arthropoda	Insecta	Coleoptera	Hydraenidae	Hydraeninae	Hydraenini	Hydraena	1	cool_warm	PR	yes	FALSE	FALSE	GENE							
BCG.PacNW.L114	ALL	hi	9120_14054	Hydropsyche	64	FALSE	FALSE	Arthropoda	Insecta	Trichoptera	Hydropsychidae	Hydropsychinae		Hydropsyche	4	cool_warm	FC	yes	FALSE	FALSE	RHEO							
BCG.PacNW.L115	ALL	hi	9120_14054	Lepidostoma	1	FALSE	FALSE	Arthropoda	Insecta	Trichoptera	Lepidostomatidae	Lepidostomatinae		Lepidostoma	1	NA	SH	no	FALSE	FALSE	DEPO							
BCG.PacNW.L116	ALL	hi	9120_14054	Lumbriculidae	20	FALSE	FALSE	Annelida	Clitellata	Lumbriculida	Lumbriculidae				4	NA	GC	no	FALSE	FALSE	GENE							
BCG.PacNW.L117	ALL	hi	9120_14054	Malenka	49	FALSE	FALSE	Arthropoda	Insecta	Plecoptera	Nemouridae			Malenka	4	cool_warm	SH	no	FALSE	FALSE	RHEO							
BCG.PacNW.L118	ALL	hi	9120_14054	Micropsectra	26	FALSE	FALSE	Arthropoda	Insecta	Diptera	Chironomidae	Chironominae	Tanytarsini	Micropsectra	4	cold_cool	GC	no	FALSE	FALSE	GENE							
BCG.PacNW.L119	ALL	hi	9120_14054	Microtendipes	1	FALSE	FALSE	Arthropoda	Insecta	Diptera	Chironomidae	Chironominae	Chironomini	Microtendipes	4	cool_warm	FC	yes	FALSE	FALSE	GENE							
BCG.PacNW.L120	ALL	hi	9120_14054	Naididae	1	TRUE	FALSE	Annelida	Clitellata	Tubificida	Naididae				4	NA	GC	no	FALSE	FALSE	GENE							
BCG.PacNW.L121	ALL	hi	9120_14054	Naidinae	2	FALSE	FALSE	Annelida	Clitellata	Tubificida	Naididae	Naidinae			4	NA	GC	no	FALSE	FALSE	GENE							
BCG.PacNW.L122	ALL	hi	9120_14054	Narpus	4	FALSE	FALSE	Arthropoda	Insecta	Coleoptera	Elmidae	Elminae		Narpus	4	NA	NA	NA		FALSE	RHEO							
BCG.PacNW.L123	ALL	hi	9120_14054	Nemata	6	FALSE	FALSE	Nemata							4	NA	OM	no	FALSE	FALSE	SPEC							
BCG.PacNW.L124	ALL	hi	9120_14054	Optioservus	2	FALSE	FALSE	Arthropoda	Insecta	Coleoptera	Elmidae	Elminae		Optioservus	4	cool_warm	SC	yes	TRUE	FALSE	GENE							
BCG.PacNW.L125	ALL	hi	9120_14054	Orthocladiinae	2	TRUE	FALSE	Arthropoda	Insecta	Diptera	Chironomidae	Orthocladiinae			4	NA	GC	no	FALSE	FALSE	GENE							
BCG.PacNW.L126	ALL	hi	9120_14054	Parametriocnemus	7	FALSE	FALSE	Arthropoda	Insecta	Diptera	Chironomidae	Orthocladiinae		Parametriocnemus	4	cold_cool	GC	no	FALSE	FALSE	RHEO							
BCG.PacNW.L127	ALL	hi	9120_14054	Pentaneura	4	FALSE	FALSE	Arthropoda	Insecta	Diptera	Chironomidae	Tanypodinae	Pentaneurini	Pentaneura	4	warm	PR	no	FALSE	FALSE	GENE							
BCG.PacNW.L128	ALL	hi	9120_14054	Physidae	1	FALSE	FALSE	Mollusca	Gastropoda	Basommatophora	Physidae				5	NA	NA	NA		FALSE	GENE							
BCG.PacNW.L129	ALL	hi	9120_14054	Polypedilum	3	FALSE	FALSE	Arthropoda	Insecta	Diptera	Chironomidae	Chironominae	Chironomini	Polypedilum	4	cool_warm	SH	yes	FALSE	FALSE	GENE							
BCG.PacNW.L130	ALL	hi	9120_14054	Rheotanytarsus	1	FALSE	FALSE	Arthropoda	Insecta	Diptera	Chironomidae	Chironominae	Tanytarsini	Rheotanytarsus	4	cool_warm	FC	yes	FALSE	FALSE	RHEO							
BCG.PacNW.L131	ALL	hi	9120_14054	Rhithrogena	6	FALSE	FALSE	Arthropoda	Insecta	Ephemeroptera	Heptageniidae			Rhithrogena	4	cold_cool	SC	yes	FALSE	FALSE	RHEO							
BCG.PacNW.L132	ALL	hi	9120_14054	Rhyacophila	1	TRUE	FALSE	Arthropoda	Insecta	Trichoptera	Rhyacophilidae			Rhyacophila	1	cold_cool	PR	yes	FALSE	FALSE	RHEO							
BCG.PacNW.L133	ALL	hi	9120_14054	Rhyacophila betteni group	1	FALSE	FALSE	Arthropoda	Insecta	Trichoptera	Rhyacophilidae			Rhyacophila	1	cold_cool	PR	yes	FALSE	FALSE	RHEO							
BCG.PacNW.L134	ALL	hi	9120_14054	Rhyacophila brunnea/vemna groups	1	FALSE	FALSE	Arthropoda	Insecta	Trichoptera	Rhyacophilidae			Rhyacophila	4	NA	NA	NA		FALSE	RHEO							
BCG.PacNW.L135	ALL	hi	9120_14054	Sarcoptiformes	1	FALSE	FALSE	Arthropoda	Arachnida	Sarcoptiformes					4	NA	NA	NA		FALSE	UNKN							
BCG.PacNW.L136	ALL	hi	9120_14054	Simulium	143	FALSE	FALSE	Arthropoda	Insecta	Diptera	Simuliidae	Simuliinae	Simuliini	Simulium	4	cold_cool	FC	yes	FALSE	FALSE	RHEO							
BCG.PacNW.L137	ALL	hi	9120_14054	Skwala	1	FALSE	FALSE	Arthropoda	Insecta	Plecoptera	Perlodidae	Perlodinae	Arcynopterygini	Skwala	1	cold_cool	PR	yes	FALSE	FALSE	RHEO							
BCG.PacNW.L138	ALL	hi	9120_14054	Stempellinella	1	FALSE	FALSE	Arthropoda	Insecta	Diptera	Chironomidae	Chironominae	Tanytarsini	Stempellinella	4	cold_cool	GC	no	FALSE	FALSE	GENE							
BCG.PacNW.L139	ALL	hi	9120_14054	Sweltsa	5	FALSE	FALSE	Arthropoda	Insecta	Plecoptera	Chloroperlidae	Chloroperlinae		Sweltsa	4	cold_cool	PR	no	TRUE	FALSE	RHEO							
BCG.PacNW.L140	ALL	hi	9120_14054	Tanytarsus	7	FALSE	FALSE	Arthropoda	Insecta	Diptera	Chironomidae	Chironominae	Tanytarsini	Tanytarsus	4	cool_warm	FC	yes	FALSE	FALSE	GENE							
BCG.PacNW.L141	ALL	hi	9120_14054	Thienemannimyia group	5	FALSE	FALSE	Arthropoda	Insecta	Diptera	Chironomidae	Tanypodinae	Pentaneurini	Thienemannimyia group	4	cool_warm	PR	no	FALSE	FALSE	GENE							
BCG.PacNW.L142	ALL	hi	9120_14054	Trepaxonemata	1	FALSE	FALSE	Platyhelminthes	Trepaxonemata						4	NA	GC	no	FALSE	FALSE	RHEO							
BCG.PacNW.L143	ALL	hi	9120_14054	Trombidiformes	29	FALSE	FALSE	Arthropoda	Arachnida	Trombidiformes					4	NA	NA	no	FALSE	FALSE	UNKN							
BCG.PacNW.L144	ALL	hi	9120_14054	Tubificinae	1	FALSE	FALSE	Annelida	Clitellata	Tubificida	Naididae	Tubificinae			4	NA	NA	no	FALSE	FALSE	GENE							
BCG.PacNW.L145	ALL	hi	9120_14054	Tvetenia bavarica group	15	FALSE	FALSE	Arthropoda	Insecta	Diptera	Chironomidae	Orthocladiinae		Tvetenia	4	cold_cool	GC	no	FALSE	FALSE	RHEO							
BCG.PacNW.L146	ALL	hi	9120_14054	Zaitzevia	1	FALSE	FALSE	Arthropoda	Insecta	Coleoptera	Elmidae	Elminae		Zaitzevia	4	cool_warm	GC	yes	TRUE	FALSE	RHEO							
BCG.PacNW.L147	ALL	hi	9120_14054	Zapada cinctipes	12	FALSE	FALSE	Arthropoda	Insecta	Plecoptera	Nemouridae	Nemourinae		Zapada	4	cold_cool	SH	no	FALSE	FALSE	RHEO							
BCG.PacNW.L148	ALL	hi	9120_14054	Zavrelimyia	1	FALSE	FALSE	Arthropoda	Insecta	Diptera	Chironomidae	Tanypodinae	Pentaneurini	Zavrelimyia	4	cold_cool	PR	no	FALSE	FALSE	GENE							
BCG.PacNW.L149	ALL	hi	9716_14734	Ameletus	2	FALSE	FALSE	Arthropoda	Insecta	Ephemeroptera	Ameletidae			Ameletus	3	cold_cool	GC	yes	FALSE	FALSE	RHEO							
BCG.PacNW.L150	ALL	hi	9716_14734	Antocha	2	FALSE	FALSE	Arthropoda	Insecta	Diptera	Limoniidae	Limoniinae		Antocha	4	cool_warm	GC	yes	FALSE	FALSE	RHEO							
BCG.PacNW.L151	ALL	hi	9716_14734	Attenella delantala	8	FALSE	FALSE	Arthropoda	Insecta	Ephemeroptera	Ephemerellidae			Attenella	3	cold_cool	GC	yes	FALSE	FALSE	RHEO							
BCG.PacNW.L152	ALL	hi	9716_14734	Baetis tricaudatus complex	57	FALSE	FALSE	Arthropoda	Insecta	Ephemeroptera	Baetidae			Baetis	4	cool_warm	GC	yes	FALSE	FALSE	RHEO							
BCG.PacNW.L153	ALL	hi	9716_14734	Calineuria californica	20	FALSE	FALSE	Arthropoda	Insecta	Plecoptera	Perlidae	Acroneuriinae	Acroneuriini	Calineuria	3	cool_warm	PR	yes	TRUE	FALSE	RHEO							
BCG.PacNW.L154	ALL	hi	9716_14734	Ceratopogoninae	5	FALSE	FALSE	Arthropoda	Insecta	Diptera	Ceratopogonidae	Ceratopogoninae			4	cold_cool	PR	no	FALSE	FALSE	GENE							
BCG.PacNW.L155	ALL	hi	9716_14734	Cinygmula	1	FALSE	FALSE	Arthropoda	Insecta	Ephemeroptera	Heptageniidae			Cinygmula	3	cold	SC	yes	FALSE	FALSE	RHEO							
BCG.PacNW.L156	ALL	hi	9716_14734	Cleptelmis addenda	4	FALSE	FALSE	Arthropoda	Insecta	Coleoptera	Elmidae	Elminae		Cleptelmis	4	cool_warm	GC	yes	TRUE	FALSE	RHEO							
BCG.PacNW.L157	ALL	hi	9716_14734	Constempellina	1	FALSE	FALSE	Arthropoda	Insecta	Diptera	Chironomidae	Chironominae	Tanytarsini	Constempellina	4	NA	GC	yes	FALSE	FALSE	RHEO							
BCG.PacNW.L158	ALL	hi	9716_14734	Despaxia	1	FALSE	FALSE	Arthropoda	Insecta	Plecoptera	Leuctridae	Leuctrinae		Despaxia	3	NA	NA	NA		FALSE	RHEO							
BCG.PacNW.L159	ALL	hi	9716_14734	Dicranota	1	FALSE	FALSE	Arthropoda	Insecta	Diptera	Pediciidae	Pediciinae		Dicranota	4	cold_cool	PR	no	FALSE	FALSE	GENE							
BCG.PacNW.L160	ALL	hi	9716_14734	Diphetor hageni	1	FALSE	FALSE	Arthropoda	Insecta	Ephemeroptera	Baetidae			Diphetor	4	cold_cool	GC	yes	FALSE	FALSE	RHEO							
BCG.PacNW.L161	ALL	hi	9716_14734	Dixa	2	FALSE	FALSE	Arthropoda	Insecta	Diptera	Dixidae			Dixa	4	cold_cool	GC	no	FALSE	FALSE	SPEC							
BCG.PacNW.L162	ALL	hi	9716_14734	Doroneuria	1	FALSE	FALSE	Arthropoda	Insecta	Plecoptera	Perlidae	Acroneuriinae	Acroneuriini	Doroneuria	2	cold	PR	yes	TRUE	FALSE	RHEO							
BCG.PacNW.L163	ALL	hi	9716_14734	Drunella doddsii	43	FALSE	FALSE	Arthropoda	Insecta	Ephemeroptera	Ephemerellidae			Drunella	3	cold	SC	yes	FALSE	FALSE	RHEO							
BCG.PacNW.L164	ALL	hi	9716_14734	Dytiscidae	1	FALSE	FALSE	Arthropoda	Insecta	Coleoptera	Dytiscidae				3	cool_warm	PR	no	FALSE	FALSE	GENE							
BCG.PacNW.L165	ALL	hi	9716_14734	Enchytraeidae	14	FALSE	FALSE	Annelida	Clitellata		Enchytraeidae				4	cold_cool	GC	no	FALSE	FALSE	GENE							
BCG.PacNW.L166	ALL	hi	9716_14734	Epeorus	6	FALSE	FALSE	Arthropoda	Insecta	Ephemeroptera	Heptageniidae			Epeorus	3	NA	SC	yes	FALSE	FALSE	RHEO							
BCG.PacNW.L167	ALL	hi	9716_14734	Ephemerella	5	TRUE	FALSE	Arthropoda	Insecta	Ephemeroptera	Ephemerellidae			Ephemerella	3	NA	NA	NA		FALSE	RHEO							
BCG.PacNW.L168	ALL	hi	9716_14734	Ephemerella tibialis	2	FALSE	FALSE	Arthropoda	Insecta	Ephemeroptera	Ephemerellidae			Ephemerella	4	cold_cool	NA	yes	FALSE	FALSE	RHEO							
BCG.PacNW.L169	ALL	hi	9716_14734	Eukiefferiella	2	FALSE	FALSE	Arthropoda	Insecta	Diptera	Chironomidae	Orthocladiinae		Eukiefferiella	4	NA	GC	no	FALSE	FALSE	GENE							
BCG.PacNW.L170	ALL	hi	9716_14734	Forcipomyiinae	1	FALSE	FALSE	Arthropoda	Insecta	Diptera	Ceratopogonidae	Forcipomyiinae			3	cool_warm	PR	no	FALSE	FALSE	GENE							
BCG.PacNW.L171	ALL	hi	9716_14734	Glossosoma	37	FALSE	FALSE	Arthropoda	Insecta	Trichoptera	Glossosomatidae	Glossosomatinae	Glossosomatini	Glossosoma	3	cold_cool	SC	yes	FALSE	FALSE	RHEO							
BCG.PacNW.L172	ALL	hi	9716_14734	Glossosomatidae	4	TRUE	FALSE	Arthropoda	Insecta	Trichoptera	Glossosomatidae				3	NA	SC	yes	FALSE	FALSE	RHEO							
BCG.PacNW.L173	ALL	hi	9716_14734	Glutops	3	FALSE	FALSE	Arthropoda	Insecta	Diptera	Pelecorhynchidae			Glutops	3	cold	PR	no	TRUE	FALSE	DEPO							
BCG.PacNW.L174	ALL	hi	9716_14734	Hesperoperla pacifica	2	FALSE	FALSE	Arthropoda	Insecta	Plecoptera	Perlidae	Acroneuriinae	Acroneuriini	Hesperoperla	3	cold_cool	PR	yes	TRUE	FALSE	RHEO							
BCG.PacNW.L175	ALL	hi	9716_14734	Heterlimnius corpulentus	23	FALSE	FALSE	Arthropoda	Insecta	Coleoptera	Elmidae	Elminae		Heterlimnius	3	cold_cool	GC	yes	TRUE	FALSE	RHEO							
BCG.PacNW.L176	ALL	hi	9716_14734	Hexatoma	6	FALSE	FALSE	Arthropoda	Insecta	Diptera	Limoniidae	Limoniinae		Hexatoma	3	cold_cool	PR	no	FALSE	FALSE	DEPO							
BCG.PacNW.L177	ALL	hi	9716_14734	Hydropsyche	66	FALSE	FALSE	Arthropoda	Insecta	Trichoptera	Hydropsychidae	Hydropsychinae		Hydropsyche	4	cool_warm	FC	yes	FALSE	FALSE	RHEO							
BCG.PacNW.L178	ALL	hi	9716_14734	Hydropsychidae	2	TRUE	FALSE	Arthropoda	Insecta	Trichoptera	Hydropsychidae				4	NA	FC	yes	FALSE	FALSE	RHEO							
BCG.PacNW.L179	ALL	hi	9716_14734	Kathroperla	2	FALSE	FALSE	Arthropoda	Insecta	Plecoptera	Chloroperlidae	Paraperlinae		Kathroperla	2	cold	PR	no	TRUE	TRUE	SPEC							
BCG.PacNW.L180	ALL	hi	9716_14734	Lepidostoma	3	FALSE	FALSE	Arthropoda	Insecta	Trichoptera	Lepidostomatidae	Lepidostomatinae		Lepidostoma	3	NA	SH	no	FALSE	FALSE	DEPO							
BCG.PacNW.L181	ALL	hi	9716_14734	Leptophlebiidae	1	FALSE	FALSE	Arthropoda	Insecta	Ephemeroptera	Leptophlebiidae				3	NA	GC	no	FALSE	FALSE	DEPO							
BCG.PacNW.L182	ALL	hi	9716_14734	Leuctridae	1	TRUE	FALSE	Arthropoda	Insecta	Plecoptera	Leuctridae				3	cold_cool	SH	no	FALSE	FALSE	RHEO							
BCG.PacNW.L183	ALL	hi	9716_14734	Lumbriculidae	2	FALSE	FALSE	Annelida	Clitellata	Lumbriculida	Lumbriculidae				4	NA	GC	no	FALSE	FALSE	GENE							
BCG.PacNW.L184	ALL	hi	9716_14734	Micrasema	13	FALSE	FALSE	Arthropoda	Insecta	Trichoptera	Brachycentridae			Micrasema	3	cold_cool	MH	yes	FALSE	FALSE	RHEO							
BCG.PacNW.L185	ALL	hi	9716_14734	Micropsectra	15	FALSE	FALSE	Arthropoda	Insecta	Diptera	Chironomidae	Chironominae	Tanytarsini	Micropsectra	4	cold_cool	GC	no	FALSE	FALSE	GENE							
BCG.PacNW.L186	ALL	hi	9716_14734	Moselia	1	FALSE	FALSE	Arthropoda	Insecta	Plecoptera	Leuctridae	Leuctrinae		Moselia	2	cold	SH	NA		TRUE	HEAD							
BCG.PacNW.L187	ALL	hi	9716_14734	Nemata	2	FALSE	FALSE	Nemata							4	NA	OM	no	FALSE	FALSE	SPEC							
BCG.PacNW.L188	ALL	hi	9716_14734	Pacifastacus	1	FALSE	FALSE	Arthropoda	Malacostraca	Decapoda	Astacidae			Pacifastacus	4	cool_warm	OM	no	TRUE	FALSE	DEPO							
BCG.PacNW.L189	ALL	hi	9716_14734	Parametriocnemus	1	FALSE	FALSE	Arthropoda	Insecta	Diptera	Chironomidae	Orthocladiinae		Parametriocnemus	4	cold_cool	GC	no	FALSE	FALSE	RHEO							
BCG.PacNW.L190	ALL	hi	9716_14734	Paraperla	14	FALSE	FALSE	Arthropoda	Insecta	Plecoptera	Chloroperlidae	Paraperlinae		Paraperla	3	cold	PR	yes	TRUE	FALSE	SPEC							
BCG.PacNW.L191	ALL	hi	9716_14734	Perlodidae	2	TRUE	FALSE	Arthropoda	Insecta	Plecoptera	Perlodidae				3	NA	PR	yes	FALSE	FALSE	RHEO							
BCG.PacNW.L192	ALL	hi	9716_14734	Polycelis	1	FALSE	FALSE	Platyhelminthes	Turbellaria	Tricladida	Planariidae			Polycelis	3	cold	GC	no	FALSE	FALSE	RHEO							
BCG.PacNW.L193	ALL	hi	9716_14734	Polypedilum	5	FALSE	FALSE	Arthropoda	Insecta	Diptera	Chironomidae	Chironominae	Chironomini	Polypedilum	4	cool_warm	SH	yes	FALSE	FALSE	GENE							
BCG.PacNW.L194	ALL	hi	9716_14734	Pteronarcys princeps	1	FALSE	FALSE	Arthropoda	Insecta	Plecoptera	Pteronarcyidae	Pteronarcyinae	Pteronarcyini	Pteronarcys	3	cold	SH	no	TRUE	FALSE	RHEO							
BCG.PacNW.L195	ALL	hi	9716_14734	Rheotanytarsus	4	FALSE	FALSE	Arthropoda	Insecta	Diptera	Chironomidae	Chironominae	Tanytarsini	Rheotanytarsus	4	cool_warm	FC	yes	FALSE	FALSE	RHEO							
BCG.PacNW.L196	ALL	hi	9716_14734	Rhithrogena	32	FALSE	FALSE	Arthropoda	Insecta	Ephemeroptera	Heptageniidae			Rhithrogena	4	cold_cool	SC	yes	FALSE	FALSE	RHEO							
BCG.PacNW.L197	ALL	hi	9716_14734	Rhyacophila betteni group	2	FALSE	FALSE	Arthropoda	Insecta	Trichoptera	Rhyacophilidae			Rhyacophila	3	cold_cool	PR	yes	FALSE	FALSE	RHEO							
BCG.PacNW.L198	ALL	hi	9716_14734	Rhyacophila blarina	4	FALSE	FALSE	Arthropoda	Insecta	Trichoptera	Rhyacophilidae			Rhyacophila	3	cold_cool	PR	no	FALSE	FALSE	RHEO							
BCG.PacNW.L199	ALL	hi	9716_14734	Rhyacophila brunnea/vemna groups	9	FALSE	FALSE	Arthropoda	Insecta	Trichoptera	Rhyacophilidae			Rhyacophila	4	NA	NA	NA		FALSE	RHEO							
BCG.PacNW.L200	ALL	hi	9716_14734	Rhyacophila hyalinata group	12	FALSE	FALSE	Arthropoda	Insecta	Trichoptera	Rhyacophilidae			Rhyacophila	2	cold_cool	PR	yes	FALSE	FALSE	RHEO							
BCG.PacNW.L201	ALL	hi	9716_14734	Rhyacophila narvae	28	FALSE	FALSE	Arthropoda	Insecta	Trichoptera	Rhyacophilidae			Rhyacophila	3	cold	PR	yes	FALSE	FALSE	RHEO							
BCG.PacNW.L202	ALL	hi	9716_14734	Sarcoptiformes	1	FALSE	FALSE	Arthropoda	Arachnida	Sarcoptiformes					4	NA	NA	NA		FALSE	UNKN							
